household_id,food_id,category,days_to_expiry,shelf_life_days,frac_life_remaining,days_since_purchase,frac_pack_remaining,days_of_stock_left,finish_ratio,storage_code,opened,perishability,days_of_stock,stock_vs_shelf,storage_mismatch,same_category_count,active_items_total,is_leftover,household_size,user_category_waste_rate,user_overall_waste_rate,wasted
67,biscuits,snacks,192.757,193.659,0.9953,0.902,0.1924,0.408,0.0021,0,0,1,2.12,0.0109,0.0,0,3,0,3,0.11,0.0783,0
67,cake,bakery,5.989,6.087,0.984,0.098,0.8723,2.499,0.4173,1,1,4,2.865,0.4707,0.8833,0,4,0,3,0.088,0.0752,0
67,cooking_oil,nuts_oils,760.287,763.535,0.9957,3.248,0.0524,0.628,0.0008,0,0,1,11.998,0.0157,0.0,0,1,0,3,0.1467,0.0723,0
67,chana_dal,pulses,448.879,449.116,0.9995,0.237,0.5188,1.377,0.0031,0,0,1,2.654,0.0059,0.0,0,2,0,3,0.22,0.0696,0
67,roti_pack,bakery,7.553,7.686,0.9828,0.132,0.4713,0.275,0.0364,1,0,4,0.583,0.0759,0.8833,0,3,0,3,0.0733,0.0671,0
67,oats,grains,393.413,394.97,0.9961,1.557,0.5662,5.318,0.0135,0,0,1,9.393,0.0238,0.0,0,2,0,3,0.11,0.0648,0
67,oats,grains,327.576,327.872,0.9991,0.296,0.6973,2.363,0.0072,0,0,1,3.389,0.0103,0.0,0,0,0,3,0.088,0.0627,0
67,milk,dairy,3.864,4.312,0.8963,0.447,0.03,0.025,0.0065,1,1,5,0.839,0.1946,0.9556,0,1,0,3,0.1467,0.0606,0
67,spinach,leafy_greens,4.962,5.153,0.963,0.191,0.03,0.024,0.0047,1,0,5,0.785,0.1523,0.9792,0,2,0,3,0.22,0.0587,0
67,green_chilli,vegetables,5.759,13.106,0.4394,7.347,0.1159,2.307,0.4006,1,0,4,19.91,1.5192,0.95,0,0,0,3,0.088,0.057,0
67,sweets,bakery,5.182,5.428,0.9547,0.246,0.5778,1.078,0.2081,1,1,5,1.866,0.3439,0.0,0,3,0,3,0.0629,0.0553,0
67,honey,condiments,694.318,694.406,0.9999,0.088,0.9712,9.817,0.0141,0,0,1,10.109,0.0146,0.0,0,5,0,3,0.1467,0.0537,0
67,methi,leafy_greens,2.918,3.269,0.8928,0.351,0.1634,0.15,0.0515,1,0,5,0.919,0.2813,0.9778,0,5,0,3,0.1467,0.0522,0
67,eggs,eggs,6.556,6.753,0.9708,0.197,0.7158,1.871,0.2854,0,0,3,2.614,0.3871,0.75,0,1,0,3,0.22,0.0508,0
67,poha,grains,191.7,192.857,0.994,1.157,0.5271,1.644,0.0086,0,0,1,3.119,0.0162,0.0,0,1,0,3,0.0733,0.0495,0
67,lettuce,leafy_greens,6.975,7.4,0.9426,0.425,0.03,0.035,0.005,1,0,5,1.159,0.1566,0.0,0,3,0,3,0.11,0.0482,0
67,cooked_curry,cooked_leftovers,1.037,1.464,0.7082,0.427,0.03,0.011,0.0104,1,0,5,0.358,0.2444,0.9556,0,4,1,3,0.11,0.047,0
67,potato,vegetables,34.483,34.879,0.9886,0.396,0.1686,0.319,0.0093,0,0,1,1.894,0.0543,0.0,1,5,0,3,0.0733,0.0459,0
67,strawberry,fruits,3.428,3.449,0.9939,0.021,0.9086,0.612,0.1786,1,0,5,0.674,0.1953,0.9852,0,0,0,3,0.288,0.0448,0
67,chocolate,snacks,200.911,201.502,0.9971,0.591,0.2709,0.58,0.0029,0,0,1,2.143,0.0106,0.25,0,0,0,3,0.088,0.0437,0
67,noodles,grains,196.485,196.761,0.9986,0.276,0.7854,0.98,0.005,0,0,1,1.247,0.0063,0.0,0,1,0,3,0.0629,0.0427,1
67,maida,grains,195.422,196.602,0.994,1.18,0.4114,3.281,0.0168,0,0,1,7.975,0.0406,0.2,1,1,0,3,0.18,0.064,0
67,strawberry,fruits,3.944,4.046,0.9749,0.102,0.6519,0.467,0.1183,1,0,5,0.716,0.1769,0.9852,0,3,0,3,0.24,0.0626,0
67,mutton,meat_fish,2.357,2.75,0.8571,0.393,0.03,0.038,0.016,1,1,5,1.257,0.4571,0.9833,0,3,0,3,0.22,0.0613,1
67,coriander,herbs,4.874,5.057,0.9637,0.184,0.438,0.372,0.0764,1,0,5,0.85,0.1681,0.95,0,5,0,3,0.22,0.0808,0
67,grapes,fruits,6.935,8.048,0.8617,1.113,0.4132,1.209,0.1743,1,0,4,2.926,0.3635,0.96,0,1,0,3,0.2057,0.0792,0
67,coriander,herbs,5.267,5.286,0.9963,0.019,0.8879,0.957,0.1817,1,1,5,1.078,0.2039,0.95,0,3,0,3,0.1467,0.0776,0
67,papaya,fruits,7.89,8.041,0.9813,0.151,0.438,0.469,0.0595,1,0,4,1.071,0.1332,0.9444,1,4,0,3,0.18,0.0761,0
67,cheese,dairy,23.994,24.054,0.9975,0.061,0.8366,0.679,0.0283,1,1,3,0.811,0.0337,0.8611,0,5,0,3,0.11,0.0746,0
67,frozen_veg,frozen,279.811,280.216,0.9986,0.405,0.03,0.04,0.0001,2,0,1,1.347,0.0048,0.0,0,1,0,3,0.22,0.0732,0
67,coconut,nuts_oils,18.366,18.762,0.9789,0.396,0.03,0.067,0.0037,0,0,3,2.243,0.1196,0.8889,0,2,0,3,0.11,0.0719,0
67,methi,leafy_greens,3.868,4.052,0.9545,0.184,0.4601,0.39,0.1009,1,1,5,0.848,0.2093,0.9778,0,3,0,3,0.088,0.0705,0
67,potato,vegetables,33.733,33.907,0.9949,0.174,0.7137,1.677,0.0497,0,0,1,2.35,0.0693,0.0,0,4,0,3,0.0629,0.0693,0
67,curry_leaves,herbs,10.901,11.248,0.9691,0.348,0.5991,0.956,0.0877,1,0,5,1.595,0.1418,0.9444,0,1,0,3,0.11,0.0681,0
67,chapati_left,cooked_leftovers,3.311,3.335,0.9929,0.024,0.9384,0.499,0.1506,1,0,5,0.531,0.1593,0.9,0,2,1,3,0.088,0.0669,0
67,watermelon,fruits,15.273,15.63,0.9772,0.357,0.7013,1.538,0.1007,1,0,3,2.193,0.1403,0.9222,0,3,0,3,0.16,0.0658,0
67,soya_chunks,pulses,263.271,263.701,0.9984,0.43,0.5081,1.341,0.0051,0,0,1,2.64,0.01,0.0,0,1,0,3,0.1467,0.0647,0
67,cucumber,vegetables,8.475,8.508,0.9961,0.033,0.9144,1.431,0.1688,1,0,4,1.565,0.1839,0.0,0,2,0,3,0.055,0.0636,0
67,cooked_dal,cooked_leftovers,2.064,2.431,0.8491,0.367,0.03,0.008,0.0039,1,1,5,0.268,0.1103,0.95,0,2,1,3,0.0733,0.0626,0
67,pasta,grains,519.895,519.941,0.9999,0.045,0.8923,1.015,0.002,0,0,1,1.138,0.0022,0.0,1,4,0,3,0.16,0.0616,0
67,curd,dairy,7.522,7.781,0.9667,0.259,0.3429,0.367,0.0487,1,0,4,1.069,0.1374,0.0,0,1,0,3,0.088,0.0606,0
67,brinjal,vegetables,7.056,7.243,0.9741,0.188,0.5256,1.272,0.1803,1,0,4,2.421,0.3342,0.9556,0,2,0,3,0.0489,0.0597,0
67,moong_dal,pulses,308.732,308.957,0.9993,0.225,0.5812,1.64,0.0053,0,0,1,2.821,0.0091,0.0,0,3,0,3,0.11,0.0588,0
67,almond,nuts_oils,493.803,494.006,0.9996,0.203,0.7094,2.245,0.0045,1,0,1,3.164,0.0064,0.0,0,4,0,3,0.088,0.0579,0
67,broccoli,vegetables,10.322,10.683,0.9663,0.36,0.03,0.061,0.0059,1,0,4,2.029,0.19,0.9667,1,5,0,3,0.044,0.0571,0
67,banana,fruits,5.166,5.294,0.9757,0.129,0.7775,1.572,0.3042,0,0,4,2.021,0.3818,0.9583,0,1,0,3,0.144,0.0562,0
67,garam_masala,condiments,400.324,405.443,0.9874,5.119,0.1216,2.335,0.0058,0,0,1,19.2,0.0474,0.0,0,1,0,3,0.11,0.0554,0
67,methi,leafy_greens,3.472,3.613,0.9611,0.141,0.5103,0.434,0.1251,1,0,5,0.851,0.2356,0.9778,0,3,0,3,0.0733,0.0546,0
67,ghee,dairy,183.264,184.272,0.9945,1.007,0.1889,1.107,0.006,0,0,1,5.861,0.0318,0.5068,0,2,0,3,0.0733,0.0539,0
67,roti_pack,bakery,1.369,1.519,0.9015,0.15,0.6258,0.922,0.6736,0,0,4,1.474,0.9704,0.9667,0,1,0,3,0.055,0.0532,1
67,cake,bakery,6.193,6.322,0.9797,0.128,0.6991,1.734,0.28,1,1,4,2.481,0.3924,0.8833,1,2,0,3,0.16,0.0659,1
67,methi,leafy_greens,3.641,3.964,0.9183,0.324,0.2728,0.408,0.1121,1,0,5,1.496,0.3773,0.9778,0,3,0,3,0.0629,0.0784,1
67,mango,fruits,7.698,7.775,0.99,0.078,0.7999,1.023,0.1328,1,0,4,1.278,0.1644,0.9444,0,4,0,3,0.1309,0.0905,0
67,ketchup,condiments,136.489,137.52,0.9925,1.031,0.604,4.278,0.0313,1,0,2,7.082,0.0515,0.0,0,5,0,3,0.088,0.0894,0
67,apple,fruits,184.738,184.876,0.9993,0.137,0.783,0.909,0.0049,2,0,2,1.161,0.0063,0.0,1,6,0,3,0.12,0.0882,0
67,coriander,herbs,113.45,113.467,0.9998,0.017,0.9621,1.352,0.0119,2,0,5,1.405,0.0124,0.0,0,2,0,3,0.088,0.0871,0
67,ridge_gourd,vegetables,7.312,8.289,0.8821,0.977,0.2571,1.142,0.1562,1,1,4,4.442,0.5359,0.0,0,3,0,3,0.04,0.086,0
67,drumstick,vegetables,10.221,11.12,0.9192,0.899,0.1765,0.602,0.0588,1,0,3,3.408,0.3065,0.9444,1,4,0,3,0.0367,0.0849,0
67,peas_fresh,vegetables,5.75,6.323,0.9095,0.572,0.0895,0.165,0.0286,1,0,4,1.84,0.291,0.9767,2,5,0,3,0.0338,0.0839,0
67,mango,fruits,12.255,12.855,0.9533,0.6,0.098,0.165,0.0135,1,0,4,1.684,0.131,0.9444,0,6,0,3,0.1108,0.0829,0
67,pasta,grains,500.868,501.298,0.9991,0.43,0.1041,0.116,0.0002,0,0,1,1.115,0.0022,0.0,1,7,0,3,0.144,0.0819,0
67,masoor_dal,pulses,323.197,323.238,0.9999,0.041,0.9556,2.646,0.0082,0,0,1,2.769,0.0086,0.0,0,1,0,3,0.088,0.0809,0
67,eggs,eggs,25.018,25.405,0.9847,0.388,0.03,0.028,0.0011,1,0,3,0.937,0.0369,0.0,0,2,0,3,0.1467,0.08,0
67,spinach,leafy_greens,4.725,5.163,0.9151,0.438,0.03,0.056,0.0118,1,1,5,1.858,0.3598,0.9792,0,2,0,3,0.18,0.0791,0
67,pasta,grains,658.473,658.675,0.9997,0.202,0.4581,0.479,0.0007,0,0,1,1.045,0.0016,0.0,1,1,0,3,0.1309,0.0782,0
67,sweet_corn,vegetables,5.467,5.781,0.9458,0.313,0.2773,0.678,0.1241,1,0,4,2.447,0.4233,0.9767,0,2,0,3,0.0314,0.0773,0
67,masoor_dal,pulses,291.611,292.117,0.9983,0.506,0.1134,0.382,0.0013,0,0,1,3.364,0.0115,0.0,0,3,0,3,0.0733,0.0764,0
67,bottle_gourd,vegetables,13.481,14.418,0.935,0.937,0.5359,1.9,0.1409,1,0,3,3.545,0.2459,0.0,1,3,0,3,0.0293,0.0756,1
67,oats,grains,267.501,267.761,0.999,0.26,0.8432,6.403,0.0239,0,0,1,7.593,0.0284,0.0,2,5,0,3,0.12,0.0857,0
67,radish,vegetables,10.481,10.786,0.9717,0.306,0.7587,5.662,0.5403,1,0,3,7.463,0.6919,0.0,2,6,0,3,0.09,0.0847,0
67,namkeen,snacks,153.567,154.553,0.9936,0.987,0.3625,1.154,0.0075,0,0,1,3.184,0.0206,0.0,0,6,0,3,0.0733,0.0838,0
67,poha,grains,189.224,190.026,0.9958,0.803,0.078,0.169,0.0009,0,0,1,2.162,0.0114,0.0,3,7,0,3,0.1108,0.0829,0
68,amaranth,leafy_greens,3.214,4.533,0.709,1.319,0.4833,1.585,0.4933,1,0,5,3.281,0.7237,0.9778,0,0,0,3,0.22,0.22,0
68,rajma,pulses,476.846,477.447,0.9987,0.601,0.7586,5.889,0.0123,0,0,1,7.763,0.0163,0.0,0,1,0,3,0.22,0.176,0
68,tofu,pulses,6.938,7.507,0.9241,0.569,0.3924,0.456,0.0658,1,0,5,1.163,0.1549,0.9533,1,2,0,3,0.1467,0.1467,0
68,cucumber,vegetables,7.457,8.583,0.8687,1.127,0.3922,1.901,0.2549,1,1,4,4.846,0.5645,0.0,0,3,0,3,0.22,0.1257,1
68,carrot,vegetables,18.24,19.21,0.9495,0.97,0.8141,10.516,0.5766,1,0,2,12.917,0.6724,0.9067,1,3,0,3,0.48,0.235,1
68,beans_french,vegetables,0.251,6.926,0.0362,6.675,0.1812,2.834,5.6677,1,0,4,15.638,2.2578,0.9704,2,2,0,3,0.61,0.32,0
68,ginger,vegetables,11.474,28.853,0.3977,17.378,0.7074,93.916,8.1848,1,0,3,132.756,4.6011,0.8611,1,1,0,3,0.488,0.288,0
68,carrot,vegetables,23.858,28.196,0.8461,4.338,0.1828,1.283,0.0538,1,0,2,7.021,0.249,0.9067,4,4,0,3,0.4067,0.2618,0
68,sweet_corn,vegetables,7.351,7.874,0.9336,0.523,0.6066,2.731,0.3715,1,0,4,4.502,0.5718,0.9767,5,6,0,3,0.3486,0.24,0
68,coriander,herbs,3.897,5.121,0.761,1.224,0.4026,0.855,0.2194,1,0,5,2.124,0.4147,0.95,0,6,0,3,0.22,0.2215,0
68,ridge_gourd,vegetables,-1.807,2.468,-0.7319,4.275,0.6094,5.738,11.4751,0,0,4,9.416,3.8145,0.625,4,4,0,3,0.305,0.2057,1
68,rice,grains,541.025,542.776,0.9968,1.751,0.2582,0.891,0.0016,0,0,1,3.451,0.0064,0.0,0,8,0,3,0.22,0.2587,0
68,biscuits,snacks,201.028,204.046,0.9852,3.018,0.2163,1.018,0.0051,0,1,1,4.707,0.0231,0.0,0,5,0,3,0.22,0.2425,0
68,drumstick,vegetables,8.763,10.261,0.854,1.498,0.7993,6.566,0.7492,1,0,3,8.215,0.8006,0.9444,6,8,0,3,0.3822,0.2282,1
68,strawberry,fruits,3.74,3.833,0.9757,0.093,0.8925,1.413,0.3778,1,0,5,1.583,0.413,0.9852,0,11,0,3,0.22,0.2711,0
68,eggs,eggs,29.32,31.055,0.9441,1.735,0.5802,3.011,0.1027,1,0,3,5.189,0.1671,0.0,0,8,0,3,0.22,0.2568,1
68,cooked_curry,cooked_leftovers,1.535,1.713,0.8964,0.178,0.5395,0.327,0.2132,1,0,5,0.607,0.3542,0.9556,0,13,1,3,0.22,0.294,0
68,milk,dairy,2.012,3.025,0.6651,1.013,0.1511,0.341,0.1696,1,0,5,2.259,0.7466,0.9556,0,11,0,3,0.22,0.28,1
68,atta,grains,184.494,190.311,0.9694,5.816,0.0884,0.651,0.0035,0,0,1,7.362,0.0387,0.25,0,4,0,3,0.1467,0.3127,0
68,cucumber,vegetables,2.797,3.243,0.8627,0.445,0.7994,4.405,1.5746,0,0,4,5.51,1.6992,0.625,6,10,0,3,0.444,0.2991,0
68,jam,condiments,245.364,249.41,0.9838,4.045,0.3913,4.148,0.0169,1,0,2,10.603,0.0425,0.0,0,6,0,3,0.22,0.2867,0
68,milk,dairy,3.308,4.354,0.7596,1.047,0.1848,0.227,0.0687,1,0,5,1.23,0.2826,0.9556,1,12,0,3,0.48,0.2752,0
68,cabbage,vegetables,26.94,30.296,0.8892,3.356,0.1039,0.467,0.0173,1,0,2,4.495,0.1484,0.8333,4,7,0,3,0.4036,0.2646,0
68,tea,beverages,429.475,430.418,0.9978,0.943,0.8501,14.573,0.0339,0,0,1,17.143,0.0398,0.0,0,14,0,3,0.22,0.2548,0
68,batter,cooked_leftovers,4.059,4.196,0.9673,0.137,0.8868,1.531,0.3772,1,0,5,1.727,0.4115,0.8333,0,16,1,3,0.1467,0.2457,0
68,paneer,dairy,3.948,4.812,0.8205,0.864,0.3993,0.877,0.2221,1,0,5,2.196,0.4563,0.9444,2,16,0,3,0.36,0.2372,1
68,cake,bakery,5.17,7.046,0.7337,1.877,0.2508,1.127,0.2179,1,0,4,4.493,0.6376,0.8833,0,10,0,3,0.22,0.2627,0
68,sweet_corn,vegetables,4.443,5.441,0.8167,0.998,0.5901,3.138,0.7062,1,0,4,5.317,0.9773,0.9767,6,12,0,3,0.37,0.2542,0
68,pomegranate,fruits,19.761,20.588,0.9598,0.827,0.1899,0.689,0.0349,1,1,2,3.628,0.1762,0.8333,0,14,0,3,0.1467,0.2462,0
68,curry_leaves,herbs,9.044,11.12,0.8133,2.076,0.7208,5.35,0.5916,1,0,5,7.422,0.6675,0.9444,0,12,0,3,0.1467,0.2388,0
68,mint,herbs,6.007,7.102,0.8458,1.095,0.5788,2.289,0.3811,1,0,5,3.955,0.5569,0.9417,1,15,0,3,0.11,0.2318,1
68,ridge_gourd,vegetables,4.048,7.261,0.5575,3.213,0.1095,0.321,0.0794,1,0,4,2.933,0.404,0.0,4,11,0,3,0.3415,0.2537,0
68,jam,condiments,170.702,178.95,0.9539,8.248,0.1373,1.73,0.0101,1,0,2,12.603,0.0704,0.0,0,5,0,3,0.1467,0.2467,0
68,methi,leafy_greens,3.894,4.281,0.9097,0.387,0.7316,1.798,0.4617,1,0,5,2.458,0.5741,0.9778,0,16,0,3,0.1467,0.24,1
68,curd,dairy,6.952,7.003,0.9927,0.051,0.8413,0.808,0.1162,1,0,4,0.96,0.1371,0.0,1,19,0,3,0.488,0.26,0
68,drumstick,vegetables,7.45,7.591,0.9814,0.141,0.9777,8.114,1.0892,1,0,3,8.299,1.0932,0.9444,8,20,0,3,0.3171,0.2533,1
68,mushroom,vegetables,5.833,7.279,0.8013,1.447,0.144,0.353,0.0606,1,0,5,2.454,0.3371,0.975,7,17,0,3,0.3627,0.272,0
68,radish,vegetables,10.059,12.165,0.8269,2.106,0.3881,2.76,0.2744,1,0,3,7.111,0.5846,0.0,4,8,0,3,0.34,0.2654,0
68,mutton,meat_fish,1.659,2.764,0.6001,1.105,0.5579,1.767,1.0655,1,0,5,3.168,1.1461,0.9833,0,9,0,3,0.22,0.259,1
68,okra,vegetables,-0.491,2.049,-0.2397,2.54,0.4701,3.855,7.7104,0,0,4,8.201,4.0031,0.9917,5,10,0,3,0.32,0.2763,1
68,methi,leafy_greens,3.548,3.889,0.9124,0.341,0.8304,4.828,1.3609,1,0,5,5.814,1.4952,0.9778,0,8,0,3,0.36,0.2927,0
68,batter,cooked_leftovers,3.047,3.602,0.8459,0.555,0.3511,0.772,0.2533,1,0,5,2.198,0.6102,0.8333,0,8,1,3,0.11,0.2862,1
68,cashew,nuts_oils,180.326,190.692,0.9456,10.366,0.3967,7.157,0.0397,0,1,1,18.041,0.0946,0.5068,0,2,0,3,0.22,0.3017,0
68,cooked_dal,cooked_leftovers,2.93,2.958,0.9906,0.028,0.9366,0.462,0.1575,1,0,5,0.493,0.1666,0.95,1,8,1,3,0.288,0.2953,1
68,butter,dairy,46.787,52.375,0.8933,5.588,0.3927,7.953,0.17,1,1,2,20.251,0.3866,0.8333,0,4,0,3,0.4067,0.31,0
68,cake,bakery,4.698,7.573,0.6203,2.876,0.2852,1.689,0.3595,1,0,4,5.921,0.7819,0.8833,0,7,0,3,0.1467,0.3037,1
68,okra,vegetables,1.846,3.792,0.4869,1.945,0.3821,1.529,0.8283,1,0,4,4.001,1.0553,0.975,1,8,0,3,0.3578,0.3176,1
68,banana,fruits,1.626,4.959,0.3279,3.333,0.2934,2.494,1.534,0,0,4,8.499,1.714,0.9583,0,9,0,3,0.11,0.331,1
68,tofu,pulses,132.729,132.943,0.9984,0.214,0.7407,0.693,0.0052,2,0,5,0.936,0.007,0.0,0,12,0,3,0.11,0.3438,0
68,almond,nuts_oils,223.862,227.976,0.982,4.114,0.5667,6.088,0.0272,0,0,1,10.743,0.0471,0.3425,1,9,0,3,0.1467,0.3374,0
68,drumstick,vegetables,6.642,10.974,0.6053,4.332,0.1661,1.805,0.2717,1,1,3,10.864,0.99,0.9444,2,9,0,3,0.3916,0.3311,0
68,pumpkin,vegetables,26.851,29.648,0.9057,2.797,0.2419,1.72,0.0641,0,0,2,7.111,0.2398,0.9,3,12,0,3,0.372,0.3251,0
68,cooked_rice,cooked_leftovers,3.376,3.483,0.9692,0.107,0.5942,0.201,0.0596,1,0,5,0.339,0.0972,0.95,2,17,1,3,0.4067,0.3193,0
68,sweets,bakery,5.262,5.518,0.9536,0.256,0.8951,4.827,0.9174,1,1,5,5.393,0.9774,0.0,1,13,0,3,0.36,0.3137,0
68,pumpkin,vegetables,27.997,28.449,0.9841,0.451,0.9112,3.801,0.1358,0,0,2,4.171,0.1466,0.9,4,14,0,3,0.3543,0.3083,0
68,peas_fresh,vegetables,6.756,9.081,0.7439,2.325,0.6591,9.646,1.4277,1,0,4,14.635,1.6116,0.9767,4,11,0,3,0.3382,0.3031,0
68,brinjal,vegetables,1.26,3.089,0.408,1.829,0.5791,2.891,2.2937,0,0,4,4.993,1.6163,0.9833,6,14,0,3,0.3235,0.298,1
68,drumstick,vegetables,-0.842,6.813,-0.1236,7.655,0.5529,10.216,20.0,1,0,3,18.478,2.712,0.9444,2,6,0,3,0.3517,0.3095,1
68,buttermilk,dairy,2.21,2.999,0.737,0.789,0.5616,1.156,0.523,1,0,5,2.058,0.6864,0.0,1,18,0,3,0.3486,0.3206,0
68,buttermilk,dairy,4.244,4.295,0.9879,0.052,0.9254,2.36,0.5562,1,0,5,2.55,0.5938,0.0,1,14,0,3,0.305,0.3156,0
68,cooked_sabzi,cooked_leftovers,2.055,2.27,0.9054,0.215,0.03,0.016,0.0077,1,1,5,0.528,0.2325,0.9333,0,14,1,3,0.3486,0.3106,0
68,okra,vegetables,4.917,6.093,0.807,1.176,0.6086,4.009,0.8153,1,0,4,6.588,1.0811,0.975,5,12,0,3,0.3776,0.3058,1
68,orange,fruits,18.407,18.93,0.9724,0.523,0.6781,2.327,0.1264,1,1,3,3.432,0.1813,0.8833,0,14,0,3,0.288,0.3164,0
68,prawns,meat_fish,1.811,2.34,0.7737,0.53,0.4905,1.438,0.7943,1,1,5,2.932,1.2528,0.9833,0,15,0,3,0.48,0.3116,1
68,sweets,bakery,2.282,4.633,0.4926,2.351,0.5872,5.311,2.3269,1,1,5,9.045,1.9521,0.0,1,12,0,3,0.288,0.3218,1
68,pasta,grains,479.595,481.083,0.9969,1.488,0.5732,2.042,0.0043,0,0,1,3.562,0.0074,0.0,0,14,0,3,0.11,0.3316,0
68,buttermilk,dairy,3.378,4.391,0.7693,1.013,0.2339,0.428,0.1267,1,0,5,1.829,0.4166,0.0,1,11,0,3,0.2711,0.3269,0
68,ketchup,condiments,126.929,134.605,0.943,7.676,0.2128,4.838,0.0381,1,0,2,22.731,0.1689,0.0,0,2,0,3,0.11,0.3223,0
68,curd,dairy,7.954,8.331,0.9548,0.377,0.5195,0.622,0.0782,1,1,4,1.198,0.1438,0.0,2,15,0,3,0.244,0.3178,1
68,pomegranate,fruits,22.369,25.126,0.8903,2.757,0.1809,0.799,0.0357,1,0,2,4.416,0.1758,0.8333,1,8,0,3,0.24,0.3271,0
68,cucumber,vegetables,6.4,7.928,0.8073,1.528,0.1545,0.64,0.1,1,0,4,4.142,0.5224,0.0,3,14,0,3,0.4015,0.3227,0
68,mint,herbs,4.931,7.706,0.6399,2.775,0.03,0.098,0.0199,1,0,5,3.273,0.4247,0.9417,0,6,0,3,0.288,0.3184,0
68,lettuce,leafy_greens,6.464,7.822,0.8264,1.358,0.03,0.071,0.011,1,0,5,2.361,0.3019,0.0,0,8,0,3,0.288,0.3142,0
68,strawberry,fruits,315.783,316.084,0.999,0.301,0.7248,0.791,0.0025,2,0,5,1.091,0.0035,0.0,2,11,0,3,0.2057,0.3101,0
68,garam_masala,condiments,398.823,402.374,0.9912,3.551,0.3615,8.096,0.0203,0,0,1,22.395,0.0557,0.0,1,5,0,3,0.088,0.3062,0
68,capsicum,vegetables,11.779,14.897,0.7907,3.119,0.6417,14.454,1.2271,1,1,3,22.526,1.512,0.95,0,6,0,3,0.3867,0.3023,0
68,curry_leaves,herbs,8.827,10.285,0.8582,1.458,0.686,2.581,0.2924,1,0,5,3.763,0.3658,0.9444,0,8,0,3,0.24,0.2985,0
68,batter,cooked_leftovers,3.914,5.935,0.6595,2.021,0.2523,0.457,0.1167,1,0,5,1.811,0.3052,0.8333,0,9,1,3,0.305,0.2948,0
68,watermelon,fruits,15.031,15.278,0.9838,0.247,0.6198,1.759,0.117,1,0,3,2.838,0.1858,0.9222,2,10,0,3,0.18,0.2912,0
68,mutton,meat_fish,3.061,3.425,0.8935,0.365,0.7288,1.549,0.5062,1,0,5,2.126,0.6206,0.9833,0,11,0,3,0.61,0.2877,0
68,lemon,fruits,2.772,24.841,0.1116,22.069,0.03,1.367,0.493,1,0,2,45.555,1.8339,0.75,0,1,0,3,0.16,0.2843,0
68,pasta,grains,540.49,540.502,1.0,0.012,0.9935,5.409,0.01,0,0,1,5.445,0.0101,0.0,0,9,0,3,0.088,0.2809,0
68,spring_onion,vegetables,7.99,9.555,0.8362,1.565,0.2706,1.326,0.166,1,0,4,4.9,0.5129,0.9444,1,8,0,3,0.3729,0.2777,0
68,masoor_dal,pulses,364.935,371.505,0.9823,6.571,0.3627,3.174,0.0087,0,0,1,8.75,0.0236,0.0,0,3,0,3,0.088,0.2745,0
68,mint,herbs,7.138,10.039,0.7111,2.9,0.1526,0.521,0.0729,1,0,5,3.411,0.3398,0.9417,0,4,0,3,0.2057,0.2714,0
68,chocolate,snacks,176.97,177.229,0.9985,0.26,0.2533,0.521,0.0029,0,0,1,2.055,0.0116,0.25,0,10,0,3,0.1467,0.2683,0
68,tea,beverages,484.515,485.574,0.9978,1.059,0.9244,16.535,0.0341,0,0,1,17.887,0.0368,0.0,0,8,0,3,0.1467,0.2653,0
68,orange,fruits,15.841,18.644,0.8497,2.802,0.6841,5.059,0.3194,1,0,3,7.395,0.3967,0.8833,1,6,0,3,0.144,0.2624,0
68,cooked_dal,cooked_leftovers,2.396,2.415,0.9921,0.019,0.9472,0.815,0.3401,1,0,5,0.86,0.3562,0.95,0,6,1,3,0.2711,0.2596,1
68,oats,grains,409.173,410.774,0.9961,1.601,0.599,5.297,0.0129,0,0,1,8.843,0.0215,0.0,0,6,0,3,0.0733,0.2675,0
68,broccoli,vegetables,11.691,12.148,0.9624,0.456,0.6717,2.01,0.1719,1,0,4,2.992,0.2463,0.9667,1,8,0,3,0.36,0.2647,0
68,okra,vegetables,5.145,5.544,0.928,0.399,0.8795,4.712,0.9158,1,0,4,5.357,0.9662,0.975,2,9,0,3,0.348,0.2619,1
68,honey,condiments,679.572,680.431,0.9987,0.86,0.9104,20.444,0.0301,0,1,1,22.456,0.033,0.0,1,9,0,3,0.0733,0.2696,0
68,ketchup,condiments,182.194,185.779,0.9807,3.585,0.6689,11.167,0.0613,1,0,2,16.693,0.0899,0.0,2,8,0,3,0.0629,0.2668,0
68,soya_chunks,pulses,306.108,310.983,0.9843,4.875,0.0699,0.306,0.001,0,1,1,4.378,0.0141,0.0,1,7,0,3,0.0733,0.2641,0
68,cooked_dal,cooked_leftovers,1.934,2.054,0.9414,0.12,0.8109,1.038,0.5366,1,0,5,1.28,0.623,0.95,1,12,1,3,0.344,0.2614,1
68,biscuits,snacks,202.342,204.119,0.9913,1.777,0.4677,4.122,0.0204,0,1,1,8.813,0.0432,0.0,0,12,0,3,0.11,0.2688,0
68,mayonnaise,condiments,77.191,85.397,0.9039,8.206,0.56,12.678,0.1642,1,0,3,22.637,0.2651,0.0,2,7,0,3,0.055,0.2661,0
68,sprouts,pulses,2.883,4.286,0.6726,1.403,0.03,0.051,0.0175,1,0,5,1.686,0.3933,0.0,2,14,0,3,0.0629,0.2635,0
